OBJECTID,X,Y,Z
554,-84.46427756,38.15916972,891.0866394
555,-84.46426542,38.15916972,891.108963
556,-84.46425328,38.15916972,891.1425934
557,-84.46424114,38.15916972,891.171814
558,-84.464229,38.15916972,891.2535095
559,-84.46421686,38.15916972,891.3577881
560,-84.46420472,38.15916972,891.4175415
561,-84.46419258,38.15916972,891.4519958
562,-84.46418044,38.15916972,891.4940796
563,-84.4641683,38.15916972,891.5209656
564,-84.46415616,38.15916972,891.5839233
565,-84.46414402,38.15916972,891.7283325
566,-84.46413188,38.15916972,891.8618164
567,-84.46411974,38.15916972,891.9802551
568,-84.4641076,38.15916972,892.1554413
569,-84.46409546,38.15916972,892.3292389
570,-84.46408332,38.15916972,892.469101
571,-84.46407118,38.15916972,892.6014709
572,-84.46405904,38.15916972,892.6589966
573,-84.4640469,38.15916972,892.7054596
574,-84.46403476,38.15916972,892.7989655
575,-84.46402262,38.15916972,892.9038849
576,-84.46401048,38.15916972,893.0223236
577,-84.46399834,38.15916972,893.1413422
578,-84.4639862,38.15916972,893.2652588
579,-84.46397406,38.15916972,893.4353485
580,-84.46396192,38.15916972,893.5746155
581,-84.46394978,38.15916972,893.6092529
582,-84.46393765,38.15916972,893.6815948
583,-84.46392551,38.15916972,893.8484192
584,-84.46391337,38.15916972,894.0435333
585,-84.46390123,38.15916972,894.2641907
586,-84.46388909,38.15916972,894.4885864
587,-84.46387695,38.15916972,894.6949615
588,-84.46386481,38.15916972,894.8970795
589,-84.46385267,38.15916972,895.0947723
590,-84.46384053,38.15916972,895.1923523
591,-84.46382839,38.15916972,895.2786407
593,-84.46560079,38.15915758,847.932724
594,-84.46558865,38.15915758,848.224411
595,-84.46557651,38.15915758,848.4070892
596,-84.46556437,38.15915758,848.4668274
597,-84.46555223,38.15915758,848.7118988
598,-84.46554009,38.15915758,849.1499786
599,-84.46552795,38.15915758,849.5089264
600,-84.46551581,38.15915758,849.8960876
601,-84.46550367,38.15915758,850.366272
602,-84.46549153,38.15915758,850.9284058
603,-84.46547939,38.15915758,851.5995941
604,-84.46546725,38.15915758,852.3092499
605,-84.46545511,38.15915758,852.6608887
606,-84.46544297,38.15915758,852.8852539
607,-84.46543083,38.15915758,853.5245667
608,-84.46541869,38.15915758,854.2963867
609,-84.46540655,38.15915758,855.000412
610,-84.46539441,38.15915758,855.720871
611,-84.46538227,38.15915758,856.5052948
612,-84.46537013,38.15915758,857.3903809
613,-84.46535799,38.15915758,858.3247986
614,-84.46534585,38.15915758,858.7852478
615,-84.46533371,38.15915758,859.1051788
616,-84.46532158,38.15915758,859.5335236
617,-84.46530944,38.15915758,859.9944763
618,-84.4652973,38.15915758,860.6669159
619,-84.46528516,38.15915758,861.3588867
620,-84.46527302,38.15915758,862.143631
621,-84.46526088,38.15915758,862.9498749
622,-84.46524874,38.15915758,864.4243011
623,-84.4652366,38.15915758,865.5051575
624,-84.46522446,38.15915758,866.1453705
625,-84.46521232,38.15915758,867.2121124
626,-84.46520018,38.15915758,867.9781189
627,-84.46518804,38.15915758,868.5241241
628,-84.4651759,38.15915758,868.8679657
629,-84.46516376,38.15915758,869.1961975
630,-84.46515162,38.15915758,869.5053101
631,-84.46513948,38.15915758,869.5711365
632,-84.46512734,38.15915758,869.5187683
633,-84.4651152,38.15915758,869.4770203
634,-84.46510306,38.15915758,869.3006744
635,-84.46509092,38.15915758,869.021759
636,-84.46507878,38.15915758,868.7833862
637,-84.46506664,38.15915758,868.7038116
638,-84.4650545,38.15915758,868.8610992
639,-84.46504236,38.15915758,868.9912415
640,-84.46503022,38.15915758,868.9330444
641,-84.46501808,38.15915758,868.8875122
642,-84.46500594,38.15915758,868.8838806
643,-84.4649938,38.15915758,868.9532623
644,-84.46498166,38.15915758,869.1521149
645,-84.46496952,38.15915758,869.4494934
646,-84.46495738,38.15915758,869.8861847
647,-84.46494524,38.15915758,870.5358582
648,-84.4649331,38.15915758,871.3740997
649,-84.46492096,38.15915758,871.8278198
650,-84.46490882,38.15915758,872.3714142
651,-84.46489668,38.15915758,873.4870148
652,-84.46488454,38.15915758,874.6378021
653,-84.4648724,38.15915758,875.7922516
654,-84.46486027,38.15915758,877.0144348
655,-84.46484813,38.15915758,878.2453003
656,-84.46483599,38.15915758,879.3263702
657,-84.46482385,38.15915758,880.2606964
658,-84.46481171,38.15915758,880.6983032
659,-84.46479957,38.15915758,881.1543274
660,-84.46478743,38.15915758,881.9758148
661,-84.46477529,38.15915758,882.8100891
662,-84.46476315,38.15915758,883.6900482
663,-84.46475101,38.15915758,884.3911438
664,-84.46473887,38.15915758,885.0684509
665,-84.46472673,38.15915758,885.776413
666,-84.46471459,38.15915758,886.411499
667,-84.46470245,38.15915758,886.7259827
668,-84.46469031,38.15915758,887.0610352
669,-84.46467817,38.15915758,887.7581177
670,-84.46466603,38.15915758,888.3357391
671,-84.46465389,38.15915758,888.7996674
672,-84.46464175,38.15915758,889.2512665
673,-84.46462961,38.15915758,889.5979004
674,-84.46461747,38.15915758,889.8524475
675,-84.46460533,38.15915758,890.1056061
676,-84.46459319,38.15915758,890.2475891
677,-84.46458105,38.15915758,890.407959
678,-84.46456891,38.15915758,890.7309418
