FID,Z,LON,LAT
7022,195.78,-83.43093712,39.02605013
7023,188.58,-83.42980499,39.0264597
7024,194.72,-83.43099851,39.02603164
7025,173.33,-83.43284042,39.02534993
7026,174.6,-83.43147023,39.02585296
7027,193.58,-83.4300717,39.02637891
7028,189.82,-83.4298794,39.02644671
7029,181.25,-83.42964786,39.02652587
7030,199.01,-83.43078514,39.02612502
7031,174.36,-83.43224085,39.02558264
7032,176.86,-83.43143807,39.02588526
7033,173.61,-83.43324995,39.02522399
7034,182.12,-83.42969032,39.02653805
7035,188.5,-83.43128591,39.0259615
7036,172.87,-83.4323684,39.02555989
7037,174.41,-83.43225916,39.02560109
7038,192.4,-83.43113727,39.02602596
7039,195.06,-83.43102749,39.02606825
7040,186.18,-83.42976001,39.02652893
7041,200.77,-83.43068759,39.02620066
7042,172.74,-83.43241796,39.0255502
7043,172.83,-83.4323606,39.02557492
7044,184.1,-83.43141458,39.02593107
7045,178.77,-83.42966069,39.02657335
7046,193.96,-83.43108567,39.02606388
7047,172.62,-83.43236945,39.02558401
7048,172.8,-83.43155972,39.02588254
7049,200.48,-83.43075202,39.02620337
7050,197.43,-83.43092067,39.02613967
7051,196.47,-83.43097323,39.02611974
7052,192.28,-83.43116148,39.02604807
7053,189.7,-83.4312618,39.02600966
7054,173.32,-83.43283048,39.02542717
7055,200.45,-83.4306725,39.02624566
7056,184.22,-83.43142513,39.0259659
7057,198.83,-83.43086827,39.02619491
7058,172.82,-83.43170853,39.02587349
7059,173.64,-83.43323245,39.02531653
7060,196.56,-83.4309979,39.02615878
7061,177.02,-83.42968395,39.02663188
7062,189.4,-83.4312922,39.02605065
7063,172.83,-83.43237799,39.02564104
7064,172.9,-83.43157687,39.02594138
7065,198.15,-83.43092277,39.02620089
7066,172.85,-83.43165248,39.02592665
7067,195.56,-83.43106567,39.02616449
7068,173.55,-83.43340903,39.02528878
7069,172.93,-83.43186747,39.02586027
7070,188.08,-83.43132754,39.02608406
7071,197.63,-83.43097898,39.02621999
7072,172.79,-83.43192223,39.02586057
7073,173.62,-83.43298404,39.02547244
7074,172.83,-83.43181794,39.02591815
7075,175.37,-83.42970998,39.02670386
7076,199.27,-83.43093103,39.02627018
7077,188.75,-83.43129934,39.02612745
7078,173.7,-83.43323691,39.02540283
7079,189.14,-83.43129991,39.02614077
7080,173.58,-83.43339967,39.02535601
7081,198.9,-83.4309198,39.02629645
7082,187.49,-83.43135815,39.02613136
7083,169.96,-83.43229536,39.02577782
7084,197.75,-83.4310328,39.02626689
7085,198.78,-83.43094283,39.02630111
7086,197.96,-83.43102783,39.02627357
7087,172.93,-83.43168425,39.02601446
7088,173.71,-83.43329117,39.02542215
7089,172.84,-83.43167352,39.02602468
7090,199.34,-83.43087544,39.02634009
7091,173.59,-83.43339708,39.02539499
7092,172.76,-83.43251687,39.02572302
7093,173.47,-83.43275877,39.02564319
7094,172.92,-83.43243302,39.02576711
7095,194.01,-83.43121048,39.02623778
7096,198.64,-83.43101436,39.02631872
7097,172.61,-83.43198018,39.02594387
7098,196.49,-83.43113538,39.02628079
7099,176.78,-83.43153681,39.02612385
7100,173.75,-83.43326833,39.02549372
7101,199.24,-83.43085818,39.02641261
7102,180.05,-83.43149524,39.0261749
7103,172.94,-83.43178681,39.026068
7104,173,-83.43188646,39.02603673
7105,198.5,-83.43109331,39.02635086
7106,172.91,-83.43174836,39.02609538
7107,191.07,-83.43139055,39.02624763
7108,196.59,-83.43121397,39.02632258
7109,172.79,-83.43166509,39.02613928
7110,190.39,-83.43141845,39.02624966
7111,193.98,-83.43131556,39.02629063
7112,176.53,-83.42976322,39.02686222
7113,194.42,-83.4313072,39.02629955
7114,172.97,-83.43250767,39.02583871
7115,192.35,-83.43137275,39.02628097
7116,197.33,-83.43120425,39.02635251
7117,189.47,-83.43144712,39.02625699
7118,173.77,-83.43329321,39.02555915
7119,173.33,-83.43261268,39.02581571
7120,174.15,-83.43161785,39.02619
7121,177.34,-83.43156522,39.02622479
7122,188.45,-83.43147116,39.02626739
7123,174.5,-83.43008411,39.02678148
7124,173.38,-83.43164403,39.02619891
7125,172.9,-83.43177757,39.02614883
7126,173.67,-83.4333722,39.02555516
7127,173.05,-83.4325388,39.02587761
7128,172.9,-83.43174331,39.02618045
7129,173.6,-83.433437,39.02555543
7130,172.79,-83.43194649,39.02611656
7131,172.94,-83.43209641,39.02607271
7132,173.26,-83.43168511,39.02622797
7133,176.88,-83.43158769,39.02626703
7134,198.39,-83.43120428,39.02643071
7135,173.98,-83.43164988,39.02624834
7136,169.8,-83.43251058,39.0259237
7137,173.67,-83.432762,39.02583494
7138,172.81,-83.43200516,39.02611984
7139,172.91,-83.43179945,39.02619747
7140,190.75,-83.43146767,39.02633422
7141,196.87,-83.43130406,39.02639998
7142,177.26,-83.42978736,39.02695993
7143,197.53,-83.43128102,39.02642199
7144,177.45,-83.42984814,39.02696406
7145,198.28,-83.43115016,39.02648977
7146,173.94,-83.43259453,39.02593312
7147,173.7,-83.4333457,39.02565148
7148,174.46,-83.43018901,39.02684632
7149,178.04,-83.42979125,39.0269994
7150,190.73,-83.43148413,39.02637289
7151,173.63,-83.43344327,39.02564035
7152,172.92,-83.43209275,39.02615126
7153,175.19,-83.43163898,39.02632452
7154,177.19,-83.42997914,39.02695431
7155,178.53,-83.42980061,39.0270229
7156,178.74,-83.42977667,39.02703232
7157,172.94,-83.43171329,39.02631549
7158,172.72,-83.4317354,39.02630701
7159,173.07,-83.43215153,39.02615085
7160,172.88,-83.43195786,39.0262294
7161,173.15,-83.4319077,39.02624855
7162,190.95,-83.43149234,39.0264238
7163,172.85,-83.43195574,39.02623809
7164,184.38,-83.43154148,39.02640845
7165,176.54,-83.43035272,39.02685732
7166,174.13,-83.43167889,39.02635676
7167,179.63,-83.42990165,39.02704232
7168,172.98,-83.43214448,39.02619469
7169,173.67,-83.43297371,39.02588521
7170,172.91,-83.43195714,39.02627914
7171,173.72,-83.43311732,39.02584248
7172,183.02,-83.43156854,39.0264396
7173,173.73,-83.43173164,39.02637908
7174,182.24,-83.43157585,39.02645071
7175,172.74,-83.43227729,39.02618724
7176,173.03,-83.43195868,39.02631389
7177,197.29,-83.43140918,39.02653834
7178,178.17,-83.4303198,39.02694171
7179,173.63,-83.43296094,39.02594413
7180,173.69,-83.43335962,39.02579471
7181,171.09,-83.43264838,39.02607534
7182,173.02,-83.43214598,39.02627187
7183,196.36,-83.43145508,39.02654981
7184,192.28,-83.43120846,39.02664722
7185,173.62,-83.43173296,39.0264378
7186,172.94,-83.43232241,39.02621954
7187,172.83,-83.43181299,39.02641396
7188,195.36,-83.43151155,39.02654269
7189,196.64,-83.43143895,39.02657123
7190,183.22,-83.42985709,39.02716777
7191,195.1,-83.43152409,39.02654459
7192,194.59,-83.43154483,39.0265365
7193,172.87,-83.43233551,39.0262244
7194,173.5,-83.43296586,39.02598628
7195,177.79,-83.43166311,39.02648944
7196,183.34,-83.42995976,39.02714391
7197,173.6,-83.43346739,39.02581157
7198,173.74,-83.43330439,39.02587479
7199,172.86,-83.4318366,39.02643554
7200,173.11,-83.43219161,39.0263093
7201,183.18,-83.43016861,39.02709712
7202,173.63,-83.43344798,39.02584855
7203,173.72,-83.43350831,39.02582585
7204,173.73,-83.43352256,39.02582041
7205,172.95,-83.43182487,39.02647075
7206,184.97,-83.42994808,39.0271974
7207,173.67,-83.43345892,39.02586093
7208,193.53,-83.43143955,39.02664591
7209,184.46,-83.43013635,39.02713996
7210,173.03,-83.43219386,39.02635448
7211,173.72,-83.43281667,39.02612228
7212,185.26,-83.43157718,39.02660421
7213,184.08,-83.43026808,39.02710766
7214,173.65,-83.43345013,39.02589436
7215,173.13,-83.43210828,39.02640888
7216,173.6,-83.43356273,39.0258667
7217,173.75,-83.43318493,39.02601198
7218,186.48,-83.43000965,39.02723792
7219,174.5,-83.43279669,39.02617279
7220,173.49,-83.43314188,39.02604351
7221,177.45,-83.431698,39.02660061
7222,184.31,-83.43034929,39.0271248
7223,185.78,-83.43123308,39.02678933
7224,173.2,-83.43212631,39.02644265
7225,183.16,-83.43041699,39.02711177
7226,187.91,-83.43014267,39.02721992
7227,186.82,-83.43027895,39.02716879
7228,173.05,-83.43217141,39.02644108
7229,174.03,-83.43178769,39.02659558
7230,177.3,-83.4317076,39.02662816
7231,187.91,-83.43009979,39.02725262
7232,174.61,-83.43292344,39.02617411
7233,172.92,-83.43191497,39.02656176
7234,178.59,-83.4306768,39.02704536
7235,173.68,-83.43356985,39.02593962
7236,173.75,-83.43339338,39.02600772
7237,180.32,-83.43062482,39.02707887
7238,173.34,-83.43183108,39.0266181
7239,173.11,-83.43217289,39.02648745
7240,173.05,-83.43221154,39.02647268
7241,174.59,-83.43299585,39.02617386
7242,173.67,-83.43334539,39.0260398
7243,173.81,-83.43328628,39.02607753
7244,173.57,-83.43362705,39.02594725
7245,173.18,-83.43243764,39.02640706
7246,173.11,-83.43227782,39.02646877
7247,177.29,-83.4317306,39.02668228
7248,187.24,-83.43157254,39.02674846
7249,186.49,-83.43157875,39.02676112
7250,173.22,-83.43208997,39.0265654
7251,177.47,-83.43084295,39.02705703
7252,180.95,-83.43169957,39.02673419
7253,173.31,-83.43213929,39.02656194
7254,173.6,-83.43347237,39.02605085
7255,173.65,-83.43364932,39.02598355
7256,173.49,-83.43180893,39.02669641
7257,192.42,-83.43034649,39.02727235
7258,172.95,-83.4318964,39.02667035
7259,173.14,-83.43239233,39.02648017
7260,173.59,-83.4336668,39.02599138
7261,173.61,-83.43368596,39.02598422
7262,173.59,-83.43367377,39.02598907
7263,182.38,-83.43168068,39.02676603
7264,177.06,-83.43089725,39.02707085
7265,173.08,-83.43182885,39.02671122
7266,173.35,-83.43212081,39.02659918
7267,174.14,-83.43341095,39.02610574
7268,190.35,-83.43048334,39.02725147
7269,173.14,-83.43230771,39.02654221
7270,174.19,-83.43107183,39.02702829
7271,193.02,-83.43040757,39.02729513
7272,173.04,-83.43114116,39.0270054
7273,172.81,-83.43196494,39.02668856
7274,173.3,-83.43225005,39.02658513
7275,177.45,-83.43178607,39.02676725
7276,180.78,-83.43171807,39.02679525
7277,181.7,-83.43169187,39.02680588
7278,180.03,-83.43081219,39.02714677
7279,194.59,-83.4303796,39.02732166
7280,180.64,-83.43172238,39.02679984
7281,172.77,-83.43195231,39.02670765
7282,173.15,-83.43227719,39.02658844
7283,173.19,-83.43113777,39.02703142
7284,178.59,-83.43091193,39.02712172
7285,188.41,-83.43059939,39.02725032
7286,173.04,-83.43202372,39.02669481
7287,172.61,-83.43255268,39.02649097
7288,173.65,-83.43369749,39.02605101
7289,173.7,-83.43365919,39.02606596
7290,173.13,-83.43247579,39.02652591
7291,181.43,-83.43151901,39.02690175
7292,180.19,-83.43089958,39.02714207
7293,185,-83.43071338,39.02721947
7294,175.95,-83.43098627,39.02711026
7295,175.99,-83.43180457,39.02679497
7296,183.66,-83.43077827,39.02720523
7297,181.43,-83.43160107,39.02688995
7298,173.93,-83.43351134,39.02616346
7299,180.08,-83.43155445,39.02693489
7300,172.73,-83.43258031,39.02653553
7301,173.86,-83.43354245,39.02616462
7302,173.97,-83.43356655,39.02615655
7303,179.86,-83.4317143,39.02688074
7304,186.66,-83.43075383,39.02726061
7305,178.88,-83.4317537,39.026871
7306,177.04,-83.4318011,39.0268519
7307,177.46,-83.43179279,39.02686243
7308,179.73,-83.43170255,39.02689864
7309,179.9,-83.43168649,39.02690501
7310,174.53,-83.43111363,39.0271258
7311,195.39,-83.43044782,39.02739466
7312,189.02,-83.43069117,39.02729949
7313,172.65,-83.43128987,39.02706104
7314,174.47,-83.43368749,39.02613663
7315,178.34,-83.43174461,39.02689551
7316,176.35,-83.43149512,39.02699685
7317,173.06,-83.43202037,39.02679246
7318,174.37,-83.43372349,39.02613543
7319,173.39,-83.43361371,39.02617782
7320,173.85,-83.43343762,39.02624672
7321,173.37,-83.43221186,39.02672449
7322,177.84,-83.43174984,39.02690666
7323,173.8,-83.43118534,39.02712503
7324,176.84,-83.43109602,39.02716113
7325,191.59,-83.43064144,39.02734494
7326,195.52,-83.43047468,39.02741329
7327,192.78,-83.43059844,39.02736431
7328,176.7,-83.43178594,39.02690519
7329,188.6,-83.4307564,39.027312
7330,198.35,-83.43027884,39.02750269
7331,197.81,-83.43022368,39.02752429
7332,197.86,-83.43035798,39.02747266
7333,173.23,-83.43141504,39.02705321
7334,174.13,-83.43378045,39.0261392
7335,173.32,-83.4323916,39.0266811
7336,177.4,-83.4316717,39.02696893
7337,173.85,-83.433786,39.02614971
7338,176.63,-83.43172586,39.02695528
7339,198.4,-83.43024592,39.02754302
7340,178.42,-83.43112898,39.02719287
7341,174.34,-83.43121567,39.02715746
7342,176.23,-83.43171329,39.02696572
7343,171.6,-83.43245764,39.02668035
7344,185.43,-83.43092891,39.02728336
7345,187.3,-83.43086055,39.02731082
7346,191.39,-83.43071741,39.02737093
7347,173.76,-83.43132646,39.02712758
7348,173.68,-83.43153792,39.02704569
7349,173.46,-83.43367277,39.0262192
7350,170.31,-83.43251427,39.02667115
7351,173.04,-83.43209555,39.02683585
7352,173.16,-83.43190919,39.02690866
7353,170.38,-83.43268066,39.02661912
7354,173.24,-83.43189926,39.02692562
7355,197.57,-83.4304488,39.0275041
7356,172.99,-83.43209782,39.0268549
7357,173.61,-83.43167444,39.02703221
7358,171.42,-83.43238356,39.0267565
7359,173.97,-83.43340753,39.02636276
7360,173.24,-83.4326641,39.02666163
7361,173.46,-83.43383821,39.02620692
7362,173.85,-83.43312552,39.02648568
7363,180.14,-83.43121444,39.02723938
7364,173.64,-83.43382462,39.02622477
7365,173.07,-83.43206869,39.02691164
7366,173.37,-83.43184963,39.02699738
7367,178.87,-83.43126215,39.02722947
7368,173.29,-83.43217527,39.0268768
7369,173.61,-83.43373545,39.02627195
7370,187.53,-83.43099465,39.02735118
7371,190.8,-83.43087898,39.02740035
7372,173.27,-83.43216543,39.0268998
7373,170.47,-83.43258071,39.02674932
7374,173.48,-83.43179637,39.02705769
7375,172.09,-83.43165171,39.02711368
7376,175.96,-83.43137412,39.02722398
7377,199.37,-83.43044143,39.02759913
7378,200.2,-83.43034936,39.02763592
7379,173.23,-83.43196344,39.02699834
7380,172.19,-83.43236956,39.02684022
7381,171.64,-83.43206657,39.02696421
7382,173.68,-83.43176091,39.02708473
7383,174.95,-83.4313978,39.02722745
7384,191.35,-83.43090643,39.02742951
7385,173.52,-83.43188364,39.02704947
7386,186.87,-83.43109739,39.02736634
7387,173.93,-83.43358301,39.0263973
7388,183.37,-83.43126077,39.02733743
7389,194.95,-83.43079107,39.02752841
7390,188.02,-83.43111984,39.02741128
7391,182.81,-83.43129018,39.02734295
7392,172.43,-83.43264967,39.02680987
7393,172.41,-83.43264435,39.02681665
7394,173.28,-83.43245198,39.02689247
7395,188.4,-83.43111289,39.02742422
7396,173.35,-83.43313467,39.02663802
7397,173.17,-83.43241687,39.02691951
7398,171.97,-83.43201633,39.02708238
7399,173.05,-83.43241701,39.02692698
7400,172.03,-83.43184763,39.02716149
7401,181.86,-83.43141778,39.02734209
7402,173.67,-83.43391862,39.02636903
7403,180.19,-83.43152854,39.0273114
7404,173.12,-83.43184741,39.02718861
7405,173.69,-83.43388535,39.02639585
7406,171.19,-83.43234273,39.02701439
7407,178.81,-83.43165001,39.02728976
7408,188.55,-83.43116587,39.02748708
7409,173.64,-83.43399337,39.02637954
7410,173.32,-83.43188881,39.02720694
7411,184.14,-83.43141199,39.02739888
7412,193.08,-83.43100897,39.02756342
7413,183.91,-83.43131854,39.02743903
7414,183.25,-83.43149608,39.02737866
7415,171.18,-83.43227559,39.027074
7416,173.24,-83.4325111,39.02698295
7417,174.52,-83.43193903,39.02721968
7418,173.57,-83.43398772,39.02642029
7419,181.5,-83.4316439,39.0273508
7420,173.31,-83.43274786,39.02692143
7421,188.63,-83.43122011,39.02752947
7422,186.14,-83.43140174,39.02746045
7423,172.93,-83.43212717,39.02717178
7424,173.01,-83.43217094,39.02715474
7425,172.87,-83.43229107,39.02710773
7426,173.07,-83.43247742,39.02703492
7427,173.58,-83.43402106,39.02643257
7428,173.67,-83.43391895,39.02647291
7429,179.18,-83.43184462,39.02729273
7430,185.88,-83.43129915,39.02751043
7431,193.7,-83.43100837,39.02763037
7432,173.04,-83.4322148,39.0271505
7433,173.56,-83.43403982,39.02643741
7434,172.84,-83.43237457,39.02709401
7435,174.07,-83.43329644,39.02674069
7436,200.7,-83.4305793,39.02782708
7437,176.66,-83.43201068,39.02725773
7438,173.5,-83.43402741,39.02647956
7439,189.73,-83.43120377,39.02760206
7440,172.05,-83.43232992,39.0271562
7441,174.01,-83.433363,39.02675183
7442,173.41,-83.43278349,39.02698357
7443,173.39,-83.43265745,39.02703341
7444,172.72,-83.43225915,39.02719074
7445,191.35,-83.43115655,39.02763665
7446,173.24,-83.43288023,39.02696516
7447,173.65,-83.43397582,39.02653479
7448,173.62,-83.43399409,39.02652855
7449,172.96,-83.43244391,39.02714229
7450,183.79,-83.43176452,39.02741576
7451,173.45,-83.43271859,39.02704124
7452,174.07,-83.43333369,39.02679956
7453,174.03,-83.43355661,39.02671184
7454,173.76,-83.43389957,39.026578
7455,173.52,-83.43416035,39.02648597
7456,184.67,-83.43175639,39.02744801
7457,173.41,-83.43273037,39.02706487
7458,186.9,-83.4316269,39.02750846
7459,188.97,-83.43153161,39.02756261
7460,190.02,-83.43147825,39.02759292
7461,172.96,-83.4324972,39.02718722
7462,173.5,-83.43402956,39.0265825
7463,173.9,-83.43381035,39.02667077
7464,173.2,-83.43261464,39.02714594
7465,179.13,-83.43204792,39.02737381
7466,183.13,-83.43190656,39.02743163
7467,195.17,-83.4309371,39.02782223
7468,173.4,-83.43410005,39.02656661
7469,173.97,-83.43358329,39.02677245
7470,178.55,-83.43206096,39.02738012
7471,182.45,-83.43194079,39.02742947
7472,189.89,-83.43151642,39.0276014
7473,188.84,-83.43157988,39.02757917
7474,173.17,-83.4325867,39.02718004
7475,188.62,-83.43160216,39.02758204
7476,179.88,-83.43201584,39.02741502
7477,174.05,-83.43350216,39.02682505
7478,174.62,-83.43219251,39.02734944
7479,177.4,-83.43209159,39.02739083
7480,189.15,-83.43158433,39.02759773
7481,182.05,-83.43195404,39.0274519
7482,173.2,-83.4326215,39.02718436
7483,173.07,-83.43298333,39.02704121
7484,173.93,-83.43368089,39.02676555
7485,186.88,-83.43172247,39.02755359
7486,185.04,-83.43183528,39.02751204
7487,171.01,-83.4333194,39.02692194
7488,181.49,-83.43195433,39.02747055
7489,173.22,-83.43262816,39.02721007
7490,189.4,-83.4316131,39.02762497
7491,173.9,-83.43360787,39.02682906
7492,173.45,-83.4341648,39.02660904
7493,173.85,-83.43368122,39.02680212
7494,171.62,-83.43335364,39.02694357
7495,170.75,-83.43334406,39.0269471
7496,173.54,-83.43283053,39.02715296
7497,186.86,-83.43176878,39.02759397
7498,182.91,-83.43201706,39.02749789
7499,171.67,-83.43337247,39.02695705
7500,173.79,-83.43374853,39.02682162
7501,172.56,-83.43237775,39.02737531
7502,185.81,-83.43183688,39.02760264
7503,176.26,-83.43222437,39.02744987
7504,173.74,-83.43366228,39.02688307
7505,180.81,-83.43214113,39.02749161
7506,185.12,-83.43187227,39.02760055
7507,173.64,-83.43292312,39.02718527
7508,173.69,-83.43365135,39.02689771
7509,173.58,-83.4340256,39.02674989
7510,173.35,-83.43300612,39.02715678
7511,174.65,-83.43226522,39.02745217
7512,173.22,-83.43270343,39.02728959
7513,172.51,-83.43239335,39.02741264
7514,192.08,-83.4315489,39.02775686
7515,191.43,-83.4315686,39.02775212
7516,182.32,-83.43211814,39.02753164
7517,172.64,-83.43242696,39.02740573
7518,172.83,-83.43247935,39.0273977
7519,174.95,-83.43227858,39.02748468
7520,173.79,-83.43230303,39.02748021
7521,172.68,-83.43236775,39.02745417
7522,173.57,-83.43287537,39.02725465
7523,173.56,-83.43405002,39.0267919
7524,173.47,-83.43415441,39.02675071
7525,194.48,-83.43145385,39.02784822
7526,173.62,-83.43298726,39.02723655
7527,182.19,-83.43216198,39.0275773
7528,173.21,-83.43429198,39.02673712
7529,192.31,-83.43158301,39.02781849
7530,189.08,-83.43177284,39.02774597
7531,172.32,-83.43314008,39.02720651
7532,173.4,-83.43305599,39.02724016
7533,174.85,-83.43230935,39.02753639
7534,197.19,-83.43092677,39.02809391
7535,173.34,-83.43280436,39.02735307
7536,197.31,-83.43093434,39.02810249
7537,173.34,-83.43428756,39.02678001
7538,189.54,-83.43183431,39.02776019
7539,173.37,-83.43284336,39.02735848
7540,172.33,-83.43319724,39.02721955
7541,173.36,-83.4328423,39.02736454
7542,187.08,-83.43205556,39.02768061
7543,179.43,-83.43225598,39.02760372
7544,173.57,-83.43291287,39.02734441
7545,173.07,-83.43269504,39.02743563
7546,197.34,-83.43131462,39.02799203
7547,173.16,-83.43279671,39.02740288
7548,173.38,-83.43237853,39.02757332
7549,172.73,-83.43241828,39.02756358
7550,196.85,-83.43138548,39.02798677
7551,173.04,-83.43240025,39.02758359
7552,172.92,-83.43266811,39.02747908
7553,173.65,-83.43429422,39.02684609
7554,196.44,-83.43139931,39.02799612
7555,172.61,-83.43246418,39.02757154
7556,173.41,-83.43289072,39.02740569
7557,173.48,-83.43419211,39.02689993
7558,185.33,-83.43216551,39.02770048
7559,193.32,-83.43167508,39.02789631
7560,173.23,-83.43279107,39.02745732
7561,172.77,-83.43256902,39.02755007
7562,192.64,-83.43173271,39.02788619
7563,199.56,-83.43085417,39.02823372
7564,198.29,-83.4313091,39.02805674
7565,173.42,-83.43311889,39.02734309
7566,173.14,-83.43275365,39.0274909
7567,184.38,-83.43221264,39.02772094
7568,193.55,-83.43171822,39.0279182
7569,173.24,-83.4327939,39.02750267
7570,172.86,-83.43246119,39.02763269
7571,185.47,-83.43219397,39.02774223
7572,189.54,-83.4320438,39.02780267
7573,197.28,-83.43143092,39.02804537
7574,173.08,-83.43274411,39.0275293
7575,173.36,-83.4328809,39.02747644
7576,173.63,-83.4338341,39.02710715
7577,173.71,-83.43431507,39.02692196
7578,172.92,-83.4326852,39.02756639
7579,173.74,-83.43424965,39.02696117
7580,173.61,-83.4330333,39.02743722
7581,172.79,-83.43254341,39.02764205
7582,200.06,-83.43126471,39.02815335
7583,197.83,-83.43144787,39.02808169
7584,173.71,-83.43416164,39.02702517
7585,173.47,-83.4332247,39.02739034
7586,178.62,-83.43233627,39.02773863
7587,197.19,-83.43153906,39.02805961
7588,172.65,-83.43264305,39.02762394
7589,173.76,-83.43434086,39.02696999
7590,173.2,-83.43289132,39.02753424
7591,172.92,-83.43273267,39.02761675
7592,173.18,-83.43287982,39.0275662
7593,173.09,-83.43247026,39.02772539
7594,190.8,-83.43204931,39.02789589
7595,194.94,-83.43179448,39.02799995
7596,185.45,-83.43223464,39.0278267
7597,184.21,-83.43226039,39.02781635
7598,172.6,-83.43332379,39.02740665
7599,186.19,-83.43221691,39.02784194
7600,174.63,-83.43241746,39.02776532
7601,173.56,-83.43369529,39.02727276
7602,173.29,-83.43397447,39.02716513
7603,180.2,-83.43233707,39.02780574
7604,184.08,-83.4322702,39.02783317
7605,199.44,-83.431451,39.02815929
7606,195.87,-83.43176036,39.02803895
7607,173.95,-83.43243931,39.02776937
7608,195.84,-83.43178051,39.02804034
7609,198.47,-83.43150783,39.02814936
7610,188.54,-83.43216514,39.02790537
7611,172.4,-83.43334818,39.02744434
7612,173.87,-83.43403234,39.02718194
7613,173.73,-83.43438027,39.02704809
7614,173.03,-83.43251642,39.02777109
7615,189.47,-83.43213969,39.0279277
7616,172.86,-83.43260302,39.02774343
7617,172.93,-83.43280048,39.02766759
7618,173.19,-83.43292669,39.02761919
7619,173.74,-83.43435247,39.02707281
7620,183.51,-83.43229661,39.02787244
7621,202.55,-83.43118488,39.02831133
7622,173.68,-83.43436141,39.02708074
7623,172.85,-83.4327042,39.02772294
7624,193.87,-83.43194754,39.02802379
7625,173.42,-83.43393738,39.02725564
7626,188.1,-83.43219022,39.02793935
7627,196.15,-83.43182404,39.02808709
7628,194.44,-83.43192161,39.02804901
7629,173.66,-83.43315081,39.02756973
7630,173.44,-83.43384955,39.02730162
7631,172.89,-83.43265096,39.02776711
7632,173.68,-83.4324875,39.02783062
7633,202.16,-83.43127117,39.02831143
7634,172.91,-83.43278223,39.02772834
7635,173.18,-83.43253646,39.02782329
7636,190.68,-83.43210907,39.02799501
7637,195.12,-83.43189812,39.02807816
7638,190.9,-83.43210111,39.02800202
7639,173.38,-83.43376624,39.02735777
7640,173.1,-83.43254722,39.02783072
7641,172.91,-83.43277872,39.02774724
7642,197.54,-83.43178478,39.02814818
7643,173.33,-83.43305743,39.0276525
7644,173.19,-83.43297323,39.02768975
7645,172.86,-83.43274815,39.02778202
7646,172.95,-83.43263343,39.0278319
7647,194.64,-83.43195002,39.02810608
7648,173.82,-83.43418544,39.02724766
7649,184.27,-83.43231909,39.02796865
7650,193.6,-83.43199942,39.02809505
7651,197.25,-83.43182983,39.02816157
7652,171.02,-83.4337608,39.02742141
7653,172.95,-83.43260798,39.02786441
7654,173.79,-83.43416335,39.02728038
7655,173.6,-83.43403531,39.02732927
7656,170.87,-83.43345805,39.02754927
7657,171.56,-83.43345133,39.02755211
7658,190.07,-83.43218461,39.02804857
7659,173.03,-83.43259303,39.02788662
7660,173.56,-83.43402193,39.02734658
7661,196.12,-83.43191177,39.02816283
7662,199.64,-83.43172274,39.02823876
7663,189.21,-83.43222271,39.0280449
7664,173.08,-83.43295168,39.02776192
7665,173.72,-83.43322698,39.02766229
7666,181.02,-83.43239858,39.02798627
7667,174.3,-83.43251993,39.02793752
7668,173.06,-83.43260714,39.02790398
7669,172.7,-83.43280452,39.02782905
7670,173.52,-83.43420773,39.02729783
7671,171.19,-83.43347829,39.02757704
7672,173.62,-83.43341847,39.02760091
7673,193.79,-83.43206024,39.02813063
7674,170.55,-83.43349611,39.02757784
7675,173.45,-83.43464384,39.0271452
7676,173.59,-83.43255678,39.02794098
7677,193.34,-83.43208992,39.02812695
7678,173.46,-83.4341256,39.02735496
7679,173.26,-83.43385321,39.02745858
7680,173.76,-83.43331151,39.02766503
7681,173.72,-83.43328939,39.02767342
7682,184.17,-83.43235925,39.02803169
7683,200.55,-83.43167775,39.02829781
7684,172.93,-83.43290067,39.02782704
7685,172.99,-83.43265354,39.02792653
7686,180.06,-83.43242856,39.02801501
7687,192.04,-83.43217929,39.0281259
7688,176.46,-83.43249233,39.02800521
7689,173.37,-83.4331201,39.02777237
7690,185.95,-83.43234104,39.02807324
7691,172.97,-83.43272234,39.0279287
7692,193.83,-83.43212341,39.02817049
7693,203.76,-83.43114863,39.02854436
7694,173.58,-83.43461625,39.02722975
7695,173.4,-83.43426801,39.02736153
7696,173.21,-83.43305009,39.02782906
7697,173.59,-83.43348917,39.02766853
7698,189.18,-83.43228262,39.02813113
7699,196.84,-83.43197334,39.02825417
7700,191.09,-83.43223457,39.02816159
7701,173.7,-83.43442791,39.02733909
7702,173.5,-83.4341954,39.02742666
7703,173.01,-83.43273862,39.02797557
7704,173.56,-83.43260167,39.02802744
7705,190.08,-83.43226813,39.02816008
7706,173.25,-83.43470728,39.02724695
7707,172.95,-83.43284145,39.02794937
7708,187.96,-83.43232884,39.02814863
7709,198.39,-83.4319172,39.02830795
7710,173.68,-83.43331223,39.02778007
7711,185.5,-83.43238362,39.0281392
7712,195.78,-83.43205476,39.02826715
7713,198.91,-83.43189582,39.0283311
7714,184.71,-83.43239915,39.02813762
7715,189.97,-83.43228989,39.02818837
7716,195.57,-83.43207227,39.02827598
7717,175.93,-83.43255241,39.0280964
7718,173.3,-83.4331599,39.02787515
7719,173.54,-83.43327602,39.02783227
7720,173.06,-83.43301091,39.02793637
7721,188.07,-83.43235351,39.02820119
