FID,Z,LON,LAT
0,184.2,-83.42514587,39.01353301
1,184.35,-83.42511634,39.01354426
2,184.66,-83.42500806,39.01358615
3,183.87,-83.42526595,39.01348862
4,178.74,-83.4260027,39.01321021
5,171.02,-83.42693874,39.01285675
6,170.65,-83.42728247,39.0127267
7,170.37,-83.42741472,39.01267665
8,170.96,-83.42766816,39.01258064
9,171.55,-83.42791372,39.0124875
10,171.19,-83.42849219,39.0122686
11,171.17,-83.42844433,39.01228743
12,171.3,-83.42836146,39.01231907
13,170.35,-83.42740664,39.01268339
14,170.45,-83.42734599,39.01270655
15,167.28,-83.42665701,39.01296964
16,167.15,-83.42639322,39.01307028
17,183.59,-83.425422,39.0134388
18,184.05,-83.425194,39.01352562
19,183.77,-83.42533278,39.01347408
20,175.23,-83.42610203,39.01318373
21,172.92,-83.42615403,39.01316427
22,171.17,-83.42851386,39.01227094
23,171.31,-83.42782832,39.01253298
24,170.71,-83.42759588,39.01262179
25,170.65,-83.42759053,39.01262388
26,170.52,-83.42733632,39.01272089
27,170.89,-83.42718835,39.01277722
28,171.26,-83.42683405,39.01291244
29,167.21,-83.42649413,39.01304259
30,184.73,-83.42497492,39.01362018
31,183.66,-83.42537284,39.01347009
32,170.86,-83.42722301,39.01277082
33,171.15,-83.4284788,39.01229572
34,170.6,-83.42731593,39.01273934
35,167.09,-83.42639633,39.0130903
36,181.19,-83.42596388,39.01325364
37,183.39,-83.42553957,39.01341518
38,183.92,-83.42521866,39.01353745
39,184.44,-83.42504344,39.01360425
40,170.72,-83.42762444,39.01262957
41,171.24,-83.42777414,39.01257294
42,171.55,-83.42803471,39.01247625
43,170.81,-83.42725246,39.01277453
44,170.97,-83.42714861,39.01281409
45,171.06,-83.4262975,39.01313849
46,184.85,-83.42497323,39.01364166
47,184.39,-83.42505032,39.01361294
48,183.43,-83.42544571,39.01346344
49,171.14,-83.42773574,39.01259833
50,171.27,-83.42782235,39.01256797
51,183.96,-83.42516078,39.01358082
52,183.27,-83.42558665,39.01342096
53,167.4,-83.42664564,39.01302241
54,168.19,-83.42678861,39.01296826
55,170.63,-83.42732308,39.01276595
56,171.21,-83.42848767,39.01232554
57,171.28,-83.42840493,39.01235754
58,171.41,-83.42829036,39.01240119
59,171.35,-83.4282084,39.01243245
60,170.6,-83.42733882,39.01276364
61,170.85,-83.42721285,39.01281158
62,171.33,-83.42684737,39.01295073
63,183.28,-83.42566902,39.01339807
64,183.8,-83.42524025,39.01356114
65,183.85,-83.42522251,39.01356908
66,183.82,-83.42523881,39.01356289
67,180.24,-83.42602995,39.01326424
68,171.14,-83.42705597,39.01287755
69,170.82,-83.42724147,39.01280747
70,170.68,-83.42762648,39.01266206
71,171.33,-83.42790021,39.01255851
72,171.49,-83.4280184,39.01251605
73,170.44,-83.42739084,39.01275517
74,170.64,-83.42729166,39.01279291
75,168.16,-83.42680649,39.01297789
76,177.94,-83.42611516,39.01324004
77,183.56,-83.42532949,39.01353992
78,167.13,-83.42643912,39.01312248
79,170.64,-83.42729863,39.01279736
80,170.6,-83.42760692,39.01268093
81,171.39,-83.42815729,39.0124745
82,171.42,-83.42813472,39.01248308
83,171.06,-83.42774165,39.01263272
84,182.63,-83.42593357,39.01332292
85,172.62,-83.42625786,39.0132086
86,182.64,-83.42591069,39.01333952
87,182.92,-83.42560307,39.01345863
88,181.91,-83.42598365,39.01331512
89,171.15,-83.42696466,39.0129463
90,171.15,-83.42705713,39.0129114
91,171.21,-83.42778282,39.01263763
92,171.44,-83.42810079,39.01251766
93,171.38,-83.42833429,39.01242964
94,171.29,-83.42847122,39.01237805
95,170.82,-83.42727003,39.01283552
96,170.85,-83.42723184,39.0128501
97,171.01,-83.42717176,39.01287289
98,177.47,-83.42616396,39.01325533
99,184.38,-83.42497624,39.01370601
100,184.4,-83.42494558,39.01371791
101,182.84,-83.42575294,39.0134138
102,167.12,-83.42644176,39.01315585
103,167.17,-83.42652476,39.01312457
104,167.41,-83.42665667,39.01307479
105,171.19,-83.42708832,39.01291165
106,171.08,-83.42715912,39.01288495
107,170.82,-83.42726321,39.01284567
108,170.77,-83.42768221,39.01268774
109,171.28,-83.42845148,39.01239837
110,171.43,-83.42824822,39.01247567
111,182.44,-83.42591363,39.01336127
112,182.7,-83.42589755,39.01336737
113,183.46,-83.42529173,39.01359728
114,182.31,-83.42594247,39.01335364
115,171.04,-83.42701083,39.01295237
116,170.41,-83.42753154,39.01275629
117,171.35,-83.42796685,39.01259226
118,171.37,-83.42820867,39.01250118
119,171.33,-83.42840694,39.01242651
120,171.27,-83.42850796,39.01238855
121,171.3,-83.42837893,39.01243817
122,171.48,-83.42809712,39.01254522
123,170.89,-83.42724792,39.01286779
124,179.21,-83.42612221,39.01329431
125,179.49,-83.42611161,39.01329831
126,180.11,-83.42608527,39.01330823
127,183.93,-83.42509136,39.01368506
128,183.55,-83.42522558,39.01363533
129,182.67,-83.42557413,39.0135041
130,182.62,-83.4257935,39.01342143
131,171.34,-83.42839768,39.01244265
132,175.52,-83.42624346,39.01326007
133,182.52,-83.42575914,39.01344313
134,183.3,-83.42531485,39.01361167
135,183.59,-83.42520621,39.01365294
136,183.8,-83.4251158,39.01368725
137,184.13,-83.42500829,39.01372805
138,183.13,-83.42533612,39.01360546
139,178.93,-83.42614988,39.01329959
140,171.09,-83.42704255,39.0129645
141,171.26,-83.4278581,39.01265741
142,170.49,-83.42744253,39.0128177
143,171.2,-83.42710792,39.01294449
144,167.5,-83.42669261,39.01310252
145,174.84,-83.42627145,39.01326147
146,182.34,-83.42563606,39.01350156
147,182.29,-83.42546466,39.01356855
148,182.41,-83.4254991,39.01355558
149,182.39,-83.42568038,39.0134873
150,181.01,-83.42605448,39.01334671
151,171.04,-83.42722251,39.01290832
152,171.25,-83.42852026,39.01242072
153,171.34,-83.42840159,39.01246581
154,171.44,-83.4281347,39.01256705
155,171.43,-83.42806699,39.01259279
156,167.65,-83.42673373,39.01309914
157,182.45,-83.42557024,39.01353869
158,183.91,-83.42497991,39.01376279
159,183.3,-83.42524228,39.01366426
160,182.17,-83.42576551,39.01346751
161,181.34,-83.42602867,39.01336851
162,167.31,-83.42677668,39.01308878
163,171.19,-83.42701468,39.01300391
164,178.92,-83.42618845,39.01331636
165,183.78,-83.42500127,39.01376604
166,183.73,-83.42497973,39.01377423
167,183.1,-83.42524302,39.01367587
168,183.09,-83.42527061,39.01366547
169,182.99,-83.42529832,39.01365508
170,172.81,-83.42635338,39.0132595
171,167.15,-83.42648646,39.01321015
172,170.33,-83.42756802,39.0128031
173,170.99,-83.42778373,39.01272185
174,171.24,-83.42850319,39.0124518
175,170.73,-83.42771087,39.01275238
176,170.41,-83.42750133,39.01283179
177,166.94,-83.42648144,39.01321881
178,180.04,-83.4260957,39.01336342
179,183.07,-83.4252086,39.01369929
180,182.85,-83.42527751,39.01367461
181,181.09,-83.4259386,39.01342616
182,179.46,-83.4261452,39.01334861
183,167.51,-83.42656632,39.01319173
184,171.39,-83.42692341,39.01305699
185,171.16,-83.42712499,39.01298117
186,171.17,-83.42715236,39.01297087
187,170.85,-83.42734425,39.01289876
188,170.86,-83.4273552,39.01289466
189,171.05,-83.42781936,39.01272012
190,171.37,-83.42838112,39.01250885
191,171.23,-83.42853506,39.0124515
192,171.45,-83.42803789,39.01264006
193,181.62,-83.42566424,39.01353881
194,181.64,-83.42560758,39.01356026
195,182.99,-83.42520228,39.01371375
196,182.02,-83.42546081,39.01361791
197,167.28,-83.42681735,39.01310956
198,171.33,-83.42847972,39.01248464
199,171.37,-83.42827349,39.01256281
200,171.13,-83.4271088,39.01300412
201,167.43,-83.42679803,39.01312231
202,180.52,-83.42591089,39.01346034
203,178.8,-83.4261508,39.01337039
204,178.58,-83.42623814,39.01333758
205,171.24,-83.42716993,39.01298834
206,171.18,-83.42720265,39.01297604
207,171.2,-83.42786624,39.01272662
208,171.39,-83.4283545,39.01254428
209,171.45,-83.42801442,39.01267317
210,170.58,-83.42747062,39.01287928
211,180.4,-83.42589021,39.0134769
212,181.32,-83.42555354,39.01360427
213,171.97,-83.42641461,39.01328381
214,171.2,-83.42721182,39.01298413
215,171.36,-83.42798258,39.01269437
216,170.55,-83.42749078,39.01289147
217,170.39,-83.42756831,39.01286238
218,171.24,-83.42789029,39.01274116
219,171.4,-83.42799188,39.01270292
220,171.39,-83.42837064,39.01256043
221,171.35,-83.42855707,39.01249086
222,171.26,-83.42851398,39.01250717
223,171.44,-83.42813777,39.01264979
224,170.4,-83.42758632,39.01285876
225,171,-83.42729389,39.01296945
226,177.48,-83.42613248,39.0134087
227,179.06,-83.42595872,39.0134743
228,179.34,-83.42593159,39.0134846
229,167.37,-83.42654563,39.01325856
230,167.41,-83.42661176,39.01323367
231,171.14,-83.4271051,39.01304771
232,170.74,-83.42742834,39.01292629
233,171.43,-83.42817994,39.01264368
234,171.1,-83.42726089,39.01299392
235,167.42,-83.42664333,39.01322842
236,177.33,-83.42631848,39.01335023
237,176.97,-83.42613733,39.01341887
238,182.31,-83.42516393,39.01378788
239,171.37,-83.42835602,39.01258875
240,170.39,-83.42759622,39.01287802
241,170.38,-83.42758516,39.01288221
242,171.15,-83.42711272,39.01306116
243,180.29,-83.4257308,39.01358382
244,181.84,-83.42532584,39.01373712
245,182.32,-83.42508437,39.01382864
246,182.23,-83.42501175,39.01385646
247,171.06,-83.42704192,39.0130948
248,171.41,-83.42811128,39.01269241
249,170.89,-83.42737977,39.01297154
250,167.33,-83.42691076,39.01314978
251,167.78,-83.42675719,39.01320785
252,167.42,-83.42661982,39.01325999
253,176.22,-83.42620023,39.01341792
254,178.27,-83.42591087,39.01352728
255,180.77,-83.42547051,39.01369564
256,177.58,-83.42595488,39.01351393
257,176.82,-83.426356,39.01336314
258,170.74,-83.42746074,39.01294832
259,171.22,-83.42792102,39.01277512
260,170.48,-83.42768854,39.01286591
261,170.84,-83.42742256,39.01296677
262,177.31,-83.42633754,39.01337731
263,175.63,-83.42619835,39.0134303
264,178.1,-83.42588698,39.01354805
265,181.23,-83.42536669,39.01374627
266,179.97,-83.42559119,39.01366196
267,179.98,-83.4256937,39.01362343
268,167.42,-83.42683997,39.0131936
269,167.41,-83.42684544,39.01319159
270,170.8,-83.42745245,39.01296264
271,171.28,-83.42851236,39.01256432
272,171.34,-83.4284419,39.01259111
273,170.78,-83.42745964,39.01296357
274,176.99,-83.42635193,39.01338278
275,176.39,-83.4262857,39.01340794
276,181.67,-83.4251049,39.01385506
277,181.69,-83.4251291,39.01384663
278,175.87,-83.42599054,39.01352328
279,169.74,-83.42656909,39.01330636
280,167.47,-83.42660079,39.01329471
281,171.25,-83.42862638,39.01253186
282,171.26,-83.42838402,39.01262421
283,170.81,-83.42745261,39.0129775
284,180.85,-83.42533969,39.01377747
285,181.33,-83.42519299,39.01383395
286,179.16,-83.42559982,39.01368106
287,173.9,-83.42606765,39.01350555
288,173.88,-83.42607871,39.01350136
289,171.09,-83.42791209,39.01281125
290,171.25,-83.42861842,39.01254563
291,171.14,-83.42793258,39.01280596
292,170.73,-83.42778256,39.01286296
293,171.4,-83.42700801,39.01315686
294,167.59,-83.42676538,39.01325489
295,171.11,-83.42722998,39.01307944
296,170.6,-83.42753736,39.01296366
297,170.39,-83.42759825,39.01294068
298,171.4,-83.42818804,39.01271829
299,171.31,-83.42841857,39.01263142
300,171.23,-83.4286482,39.01254519
301,171.3,-83.42842909,39.01262849
302,170.87,-83.42741617,39.01301285
303,173.18,-83.42609405,39.01351428
304,178.1,-83.42560711,39.01369839
305,174.72,-83.42596247,39.01356711
306,167.57,-83.42678421,39.01325846
307,171.43,-83.42820778,39.01272167
308,174.58,-83.42595568,39.01357788
309,176.43,-83.42588088,39.01360602
310,173.94,-83.42627547,39.01346014
311,174.31,-83.42630888,39.01344755
312,170.48,-83.42770796,39.01292056
313,170.63,-83.42775561,39.0129056
314,171.07,-83.42735808,39.0130565
315,171.27,-83.42654044,39.01336705
316,176.65,-83.42553474,39.01375044
317,177.8,-83.42573803,39.01367359
318,177.35,-83.4257541,39.01366758
319,167.37,-83.42688848,39.01324115
320,171.39,-83.4280295,39.01281016
321,171.45,-83.42827622,39.01271709
322,171.21,-83.42866125,39.01257212
323,171.28,-83.42860984,39.01259175
324,171.33,-83.42835391,39.01268898
325,170.84,-83.42785275,39.01287934
326,170.51,-83.42758724,39.01298019
327,170.98,-83.42739937,39.01305159
328,169.23,-83.42662381,39.01334631
329,180.32,-83.42509747,39.01392486
330,176.12,-83.42551116,39.01376994
331,172.64,-83.42602686,39.01357586
332,173.8,-83.42635659,39.01345134
333,172.47,-83.42651952,39.01339001
334,171.01,-83.42732104,39.01308781
335,171.07,-83.42733746,39.01308162
336,171.37,-83.42803054,39.01282014
337,171.26,-83.42843338,39.01266931
338,171.33,-83.42835677,39.01269847
339,168.59,-83.42664368,39.01335004
340,173.48,-83.4263631,39.01345607
341,175.93,-83.42571357,39.01370482
342,173.98,-83.42585177,39.01365293
343,172.77,-83.42631877,39.01347681
344,171.08,-83.42730624,39.01310425
345,171.29,-83.4285192,39.01264617
346,171.26,-83.42850281,39.01265318
347,171.54,-83.42821188,39.01276375
348,171.4,-83.4280484,39.01282598
349,170.49,-83.42762638,39.01298649
350,171.14,-83.42729041,39.01311413
351,173.21,-83.4264037,39.01345108
352,171.72,-83.42624741,39.01351073
353,176.22,-83.42546681,39.01380708
354,172.36,-83.42652322,39.01341057
355,171.36,-83.42805098,39.01283386
356,171.27,-83.42840293,39.01270094
357,171.23,-83.42623763,39.01352553
358,171.94,-83.42603254,39.01360349
359,174.63,-83.42568573,39.01373504
360,179.62,-83.42511718,39.01395067
361,174.66,-83.42571236,39.01372692
362,172,-83.42614722,39.01356291
363,169.73,-83.42701463,39.01323546
364,170.98,-83.42790504,39.01289888
365,171.57,-83.42823407,39.01277446
366,171.29,-83.42840839,39.01270857
367,171.22,-83.42846224,39.01268934
368,171.42,-83.42806427,39.01284088
369,170.58,-83.42775819,39.01295762
370,167.94,-83.42698472,39.01325257
371,179.36,-83.42512932,39.01395789
372,174.48,-83.42572485,39.01373396
373,171.66,-83.42638087,39.01348615
374,170.72,-83.42784442,39.01293267
375,171.1,-83.4279558,39.01289053
376,171.49,-83.42809648,39.01283724
377,171.31,-83.4286102,39.01264292
378,171.41,-83.42837071,39.01273467
379,171.48,-83.42830858,39.01275831
380,171.16,-83.42798152,39.01288288
381,170.58,-83.42761012,39.0130244
382,170.87,-83.42748278,39.01307282
383,171.09,-83.42726401,39.01315612
384,177.65,-83.42526022,39.01391886
385,176.38,-83.42545374,39.01384699
386,171.05,-83.42637463,39.01349943
387,170.84,-83.42749569,39.01307544
388,171.4,-83.42840038,39.01273432
389,170.69,-83.42783325,39.01295047
390,170.5,-83.42770067,39.01300108
391,171.05,-83.42739686,39.01311678
392,167.49,-83.42693347,39.01329382
393,172.18,-83.42618915,39.0135769
394,178.06,-83.4252066,39.0139516
395,171.44,-83.4265394,39.01344789
396,170.56,-83.4277936,39.0129731
397,170.82,-83.42747451,39.01309777
398,171.11,-83.42736496,39.01313961
399,171.04,-83.42727775,39.01317286
400,173.44,-83.42614256,39.0136058
401,170.64,-83.42761089,39.01305367
402,171.26,-83.42849614,39.012718
403,171.47,-83.42840121,39.01275512
404,167.44,-83.42694607,39.01331095
405,171.25,-83.4266084,39.01343943
406,179.29,-83.42509119,39.01401815
407,172.8,-83.4262044,39.01359731
408,171.42,-83.42638522,39.01352894
409,170.79,-83.4275107,39.01310242
410,171.34,-83.42805507,39.01289603
411,171.22,-83.42802449,39.01291018
412,170.57,-83.42780791,39.01299299
413,170.69,-83.42760842,39.01306922
414,170.97,-83.4274649,39.01312401
415,171.02,-83.42744848,39.0131303
416,171.99,-83.42628596,39.01357444
417,179.53,-83.42510014,39.0140267
418,178.74,-83.42517723,39.01399789
419,179.25,-83.42565537,39.0138164
420,178.94,-83.42567156,39.0138103
421,176.16,-83.4258411,39.01374632
422,175.8,-83.42591384,39.01371876
423,167.54,-83.42693103,39.01333379
424,171.2,-83.42709484,39.01327127
425,170.63,-83.42783017,39.01299225
426,171.32,-83.42854272,39.01272262
427,171.31,-83.42852824,39.01272815
428,171.34,-83.42848777,39.01274359
429,170.44,-83.42769747,39.01304601
430,167.56,-83.42692518,39.01334175
431,176.61,-83.42586478,39.01374636
432,177.6,-83.42548877,39.01389194
433,176,-83.42611877,39.01365296
434,171.39,-83.4284652,39.01276244
435,171.24,-83.42865684,39.01268961
436,171.29,-83.42855712,39.01272827
437,171.31,-83.42853318,39.01273741
438,171.48,-83.42842865,39.01277743
439,170.25,-83.42656454,39.01349088
440,180.39,-83.42532395,39.01396574
441,178.66,-83.42543853,39.01392245
442,171.45,-83.42644682,39.01354036
443,170.65,-83.42660529,39.01348022
444,170.81,-83.42753863,39.01312554
445,171.27,-83.42863612,39.01270851
446,171.27,-83.42863546,39.01270934
447,171.4,-83.42847063,39.0127725
448,171.05,-83.42720158,39.0132586
449,174.01,-83.42622683,39.01363162
450,175.55,-83.42616846,39.01365382
451,171.08,-83.42742638,39.0131795
452,171.48,-83.4281537,39.01290272
453,171.39,-83.42845921,39.01278644
454,171.35,-83.42851861,39.01276385
455,171.21,-83.42805437,39.0129429
456,170.94,-83.4270964,39.01331016
457,173.4,-83.42627977,39.01362304
458,181.08,-83.42511784,39.01406814
459,181.29,-83.42522729,39.01402658
460,176.54,-83.42615689,39.01367361
461,175.81,-83.42618334,39.0136636
462,171.48,-83.42817011,39.01290985
463,170.76,-83.42790771,39.01301055
464,170.95,-83.42723677,39.01326787
465,179.22,-83.426028,39.01373062
466,179.89,-83.42587832,39.01378789
467,181.2,-83.42514354,39.01406977
468,173.33,-83.42630926,39.01362747
469,171.02,-83.42747526,39.01318371
470,171.32,-83.42809575,39.01294735
471,171.29,-83.4286174,39.01274863
472,171.45,-83.42815692,39.01292607
473,170.84,-83.42794468,39.01300762
474,179.53,-83.42604356,39.01373661
475,180.83,-83.42579449,39.01383207
476,180.98,-83.42560618,39.01390437
477,180.69,-83.42546682,39.01395952
478,180.86,-83.42555859,39.01392455
479,170.49,-83.42778194,39.01308137
480,171.29,-83.42714521,39.01332581
481,175.53,-83.42624401,39.01367153
482,181.31,-83.42542966,39.01398372
483,181.8,-83.42522872,39.01406169
484,181.77,-83.42537191,39.01400718
485,181.01,-83.42591786,39.01379914
486,170.44,-83.42776045,39.01309795
487,171.21,-83.42805536,39.0129854
488,180.87,-83.42601983,39.01376882
489,181.46,-83.42588156,39.01382188
490,181.41,-83.42577988,39.01386093
491,180.83,-83.42555419,39.01394779
492,181.45,-83.42573505,39.01388033
493,170.59,-83.42787846,39.01306368
494,171.27,-83.42807898,39.01298707
495,170.53,-83.42772787,39.01312439
496,171.15,-83.42744644,39.0132326
497,173.57,-83.42640802,39.01363172
498,181.18,-83.425538,39.01396741
499,181.65,-83.42576656,39.01388004
500,181.67,-83.42581764,39.0138606
501,172.79,-83.42658111,39.01357027
502,171.08,-83.4273311,39.0132841
503,171.13,-83.42747827,39.01322788
504,169.57,-83.42709575,39.01337883
505,182.3,-83.4253961,39.01403244
506,181.6,-83.42555205,39.01397298
507,181.77,-83.42575713,39.01389456
508,171.26,-83.428688,39.01277681
509,170.4,-83.42783474,39.01310568
510,170.56,-83.42775724,39.01313558
511,170.6,-83.42772954,39.01314616
512,170.71,-83.4276412,39.01318016
513,171.14,-83.42747011,39.01324598
514,170.91,-83.42729059,39.01331513
515,174.17,-83.42661784,39.01357366
516,181.61,-83.4260709,39.01378316
517,181.88,-83.42604377,39.01379354
518,181.93,-83.42587131,39.01385984
519,182.39,-83.4253896,39.0140451
520,182.26,-83.4252111,39.01411386
521,182.38,-83.42530369,39.01407914
522,181.84,-83.42556668,39.01397871
523,181.9,-83.42564671,39.01394812
524,182.01,-83.42576013,39.01390468
525,181.91,-83.42587858,39.01385951
526,181.94,-83.42604478,39.01379596
527,170.78,-83.42796324,39.01306408
528,170.91,-83.42756677,39.0132191
529,182.18,-83.42589878,39.01386269
530,182.02,-83.42607,39.01379732
531,181.13,-83.42612302,39.01377721
532,174.92,-83.42640473,39.01367035
533,171.25,-83.42719712,39.01336807
534,171.14,-83.42749647,39.01325363
535,171.23,-83.42868075,39.01280119
536,171.41,-83.42861043,39.01282824
537,174.42,-83.42676034,39.01353979
538,168.6,-83.42682278,39.01352164
539,171.27,-83.42869022,39.01280775
540,171.37,-83.42863928,39.01282773
541,171.45,-83.42851459,39.01287583
542,171.16,-83.42751997,39.01325873
543,175.45,-83.42674943,39.01355488
544,182.62,-83.42536895,39.01408634
545,182.23,-83.42561587,39.01399201
546,182.45,-83.42578094,39.01392884
547,182.26,-83.42608644,39.01381203
548,170.53,-83.4279161,39.01311408
549,171.6,-83.42826491,39.01298059
550,171.57,-83.42844331,39.01291236
551,170.83,-83.4280109,39.01308003
552,170.46,-83.42787242,39.01313345
553,170.82,-83.42761778,39.01323138
554,182.53,-83.42517344,39.01417086
555,182.36,-83.42555637,39.01402514
556,175.86,-83.42649619,39.01366682
557,176.49,-83.4267464,39.01357116
558,170.96,-83.42805382,39.01307211
559,171.6,-83.42823974,39.01300093
560,171.63,-83.42830301,39.01297673
561,171.14,-83.42750187,39.01328668
562,171.06,-83.42738744,39.01333077
563,182.61,-83.42583195,39.01392796
564,182.47,-83.42550971,39.01405197
565,182.5,-83.42570823,39.01397747
566,182.75,-83.42586725,39.01391668
567,181.99,-83.4261421,39.01381177
568,171.32,-83.42868285,39.01284223
569,170.55,-83.42792635,39.01313359
570,170.8,-83.42765006,39.01323998
571,171.1,-83.42752319,39.01328875
572,177.22,-83.42636384,39.01373436
573,181.01,-83.42620561,39.01379477
574,182.81,-83.42600545,39.01387164
575,182.7,-83.42584849,39.01393203
576,182.49,-83.42570601,39.01398689
577,182.48,-83.42567158,39.01400013
578,182.69,-83.42514908,39.01420164
579,182.51,-83.42555298,39.01404738
580,182.52,-83.42572363,39.0139822
581,176.7,-83.4266404,39.01363238
582,177.46,-83.42667893,39.01361761
583,177.12,-83.42676488,39.01358474
584,170.76,-83.42768849,39.01323252
585,170.71,-83.42800482,39.01311151
586,171.64,-83.42836754,39.01297277
587,171.57,-83.42838498,39.0129661
588,171.59,-83.42841671,39.01295517
589,171.44,-83.42820995,39.01303471
590,170.66,-83.42776576,39.01320568
591,170.92,-83.42734322,39.01336827
592,181.3,-83.42621097,39.01380277
593,182.95,-83.42591596,39.01391612
594,182.9,-83.42537765,39.01412445
595,177.87,-83.4263577,39.01375061
596,170.84,-83.4271851,39.01343535
597,171.23,-83.42726627,39.01340429
598,171.37,-83.4286668,39.01286924
599,167.73,-83.42714286,39.01345641
600,182.56,-83.42562577,39.01403838
601,182.95,-83.42545171,39.01410525
602,182.87,-83.42516424,39.01421592
603,182.89,-83.42548219,39.01409489
604,182.76,-83.42581734,39.01396683
605,182.65,-83.42610609,39.01385649
606,178.02,-83.42640569,39.0137425
607,171.07,-83.42745573,39.01334205
608,171.09,-83.42754305,39.0133087
609,171.45,-83.42853231,39.0129315
610,171.49,-83.42849698,39.01294512
611,171.51,-83.42826605,39.01303399
612,170.81,-83.42768872,39.01325621
613,171.18,-83.42752869,39.01331774
614,180.03,-83.42629694,39.0137908
615,182.46,-83.42614271,39.01384996
616,183.01,-83.42526159,39.01418894
617,182.83,-83.42512983,39.01423979
618,183.07,-83.42529411,39.01417736
619,170.66,-83.42718341,39.01345683
620,171.03,-83.42734073,39.0133967
621,171.04,-83.42757533,39.01330704
622,171.3,-83.42869885,39.01287785
623,171.07,-83.42683796,39.01359403
624,177.62,-83.42664689,39.01366675
625,178.66,-83.42642074,39.01375372
626,182.53,-83.4261483,39.01385813
627,182.93,-83.42580931,39.01398853
628,182.7,-83.42562768,39.01406033
629,181.72,-83.42622901,39.01383068
630,179.71,-83.42633013,39.01379227
631,170.8,-83.42806882,39.01312891
632,171.19,-83.42753499,39.01333653
633,179.78,-83.42634131,39.01379492
634,182.94,-83.42578209,39.01400981
635,179.24,-83.42641006,39.01377223
636,167.89,-83.42716566,39.01348468
637,170.96,-83.42722994,39.01345983
638,171.18,-83.42818418,39.01309507
639,171.53,-83.42847532,39.01298368
640,171.41,-83.42867664,39.01290723
641,170.71,-83.42778918,39.01324898
642,170.8,-83.42775601,39.01326174
643,171.16,-83.42725197,39.01345567
644,183.15,-83.425884,39.01398103
645,183.05,-83.42582165,39.01400503
646,182.77,-83.42565523,39.01406912
647,183.3,-83.42533447,39.01419247
648,183.16,-83.42610364,39.0138996
649,181.02,-83.42630861,39.01382146
650,178.26,-83.42665756,39.01368842
651,170.95,-83.42723497,39.01346855
652,170.79,-83.42778441,39.01326133
653,179.33,-83.42670358,39.01367647
654,179.89,-83.42640232,39.01379248
655,183.24,-83.42608543,39.01391413
656,183.12,-83.42581688,39.01401747
657,183.35,-83.4253297,39.014205
658,182.84,-83.42567047,39.01407565
659,183.28,-83.42607549,39.01392073
660,170.99,-83.42724467,39.01347502
661,171.61,-83.42839137,39.01303787
662,170.62,-83.42801774,39.01318187
663,171.16,-83.42757503,39.01335227
664,178.69,-83.42666632,39.01370148
665,181.88,-83.42626965,39.01385398
666,183.2,-83.42588035,39.01400615
667,179.91,-83.42677556,39.01366407
668,171.15,-83.42755428,39.01336712
669,170.56,-83.42796363,39.01321057
670,170.69,-83.42805323,39.01317627
671,171.37,-83.42870846,39.01292576
672,170.73,-83.42806777,39.01317263
673,171.22,-83.42733497,39.01345467
674,183.22,-83.42513504,39.01430095
675,183.18,-83.42515727,39.01429256
676,183.36,-83.4259858,39.01397584
677,168.27,-83.42719534,39.01351505
678,171.03,-83.42739014,39.01344027
679,171.17,-83.42755372,39.01337767
680,171.06,-83.42763044,39.01334833
681,170.97,-83.42766338,39.01333575
682,170.77,-83.42777362,39.01329363
683,170.77,-83.42777909,39.01329153
684,171.5,-83.42858014,39.01298591
685,171.51,-83.42857546,39.01298772
686,171.6,-83.42840346,39.01305392
687,171.02,-83.4276367,39.01334919
688,183.42,-83.42540256,39.01420799
689,183.38,-83.42522907,39.01427476
690,183.23,-83.42513915,39.0143097
691,170.73,-83.42777281,39.01330374
692,171.44,-83.42827676,39.01311089
693,171.43,-83.42866709,39.01296221
694,170.74,-83.42808591,39.01318622
695,170.52,-83.42792451,39.01324841
696,171.04,-83.42753263,39.01339929
697,179.96,-83.42680824,39.01367745
698,183.47,-83.42603268,39.01397577
699,183.32,-83.42516903,39.0143088
700,183.41,-83.4259735,39.01400115
701,167.69,-83.42709001,39.01357563
702,171.14,-83.42818632,39.01315764
703,167.64,-83.42706463,39.01358985
704,183.48,-83.42523046,39.01429518
705,183.48,-83.42552435,39.01418285
706,179.98,-83.42670272,39.01373253
707,171.03,-83.42754038,39.01341318
708,171.06,-83.42764367,39.01337715
709,180.83,-83.42678841,39.01370552
710,183.52,-83.42607771,39.01397889
711,183.54,-83.42606118,39.01398518
712,183.43,-83.42596088,39.01402384
713,183.43,-83.42515352,39.01433471
714,170.98,-83.4274843,39.0134448
715,171.51,-83.4286475,39.01300055
716,171.51,-83.42863132,39.01300674
717,171.52,-83.42839355,39.01309837
718,179.57,-83.4266538,39.01376751
719,183.65,-83.42551405,39.01420594
720,183.61,-83.42552846,39.01420195
721,183.56,-83.42555115,39.01419328
722,182.98,-83.4262447,39.0139282
723,179.89,-83.42667972,39.0137622
724,171.09,-83.42756593,39.01342409
725,171.08,-83.42758794,39.0134157
726,171.51,-83.42860817,39.01302551
727,171.63,-83.42846013,39.01308328
728,180.88,-83.42655349,39.01381627
729,182.82,-83.42628528,39.01391925
730,183.63,-83.42527171,39.01430928
731,183.51,-83.42516297,39.01435128
732,183.41,-83.42561783,39.01417775
733,170.66,-83.42808286,39.01323908
734,181.79,-83.42649104,39.01385082
735,182.39,-83.42637797,39.01389425
736,183.62,-83.42605721,39.0140176
